"id","age","job","marital","education","default_credit","housing_loan","personal_loan","contact","month","day","duration","campaign","prev_days","prev_num_contact","prev_outcome","decision"
"7492","36","blue-collar","single","basic","no","yes","no","telephone","may","fri","56","2","999","0","nonexistent","no"
"7493","43","blue-collar","married","basic","no","yes","no","telephone","may","fri","226","2","999","0","nonexistent","no"
"7494","49","blue-collar","married","basic","no","yes","yes","telephone","may","fri","35","1","999","0","nonexistent","no"
"7495","36","blue-collar","married","basic","no","no","yes","telephone","may","fri","298","3","999","0","nonexistent","no"
"7496","47","self-employed","married","university degree","no","yes","no","telephone","may","fri","158","1","999","0","nonexistent","no"
"7497","32","admin","single","university degree","no","no","no","telephone","may","fri","47","8","999","0","nonexistent","no"
"7498","49","self-employed","single","basic","no","yes","yes","telephone","may","fri","827","5","999","0","nonexistent","no"
"7499","34","admin","married","university degree","no","no","no","telephone","may","fri","83","2","999","0","nonexistent","no"
"7500","37","admin","single","university degree","no","no","yes","telephone","may","fri","570","2","999","0","nonexistent","no"
"7501","41","admin","married","professional degree","no","yes","no","telephone","may","fri","72","1","999","0","nonexistent","no"
"7502","23","services","single","high school","no","no","no","telephone","may","fri","557","2","999","0","nonexistent","no"
"7503","26","technician","married","professional degree","no","no","no","telephone","may","fri","59","1","999","0","nonexistent","no"
"7504","54","admin","married","basic","no","no","no","telephone","may","fri","296","1","999","0","nonexistent","no"
"7505","46","admin","married","university degree","no","no","no","telephone","may","fri","38","5","999","0","nonexistent","no"
"7506","31","admin","married","high school","no","no","no","telephone","may","fri","170","1","999","0","nonexistent","no"
"7507","37","admin","married","high school","no","yes","no","telephone","may","fri","422","2","999","0","nonexistent","no"
"7508","53","admin","single","university degree","no","no","no","telephone","may","fri","230","2","999","0","nonexistent","no"
"7509","54","housemaid","divorced","basic","no","yes","no","telephone","may","fri","141","9","999","0","nonexistent","no"
"7510","31","services","single","high school","no","no","no","telephone","may","fri","76","3","999","0","nonexistent","no"
"7511","41","entrepreneur","married","university degree","no","yes","no","telephone","may","fri","691","10","999","0","nonexistent","yes"
"7512","30","admin","married","university degree","no","yes","no","telephone","may","fri","238","3","999","0","nonexistent","no"
"7513","56","blue-collar","married","basic","no","no","no","telephone","may","fri","1097","15","999","0","nonexistent","yes"
"7514","33","services","single","high school","no","yes","no","telephone","may","fri","111","1","999","0","nonexistent","no"
"7515","33","admin","married","high school","no","no","yes","telephone","may","fri","84","3","999","0","nonexistent","no"
"7516","34","admin","married","university degree","no","no","no","telephone","may","fri","371","2","999","0","nonexistent","no"
"7517","34","admin","married","university degree","no","yes","no","telephone","may","fri","103","2","999","0","nonexistent","no"
"7518","39","blue-collar","married","basic","no","no","no","telephone","may","fri","206","2","999","0","nonexistent","no"
"7519","43","blue-collar","married","basic","no","no","no","telephone","may","fri","1500","2","999","0","nonexistent","yes"
"7520","30","services","married","high school","no","yes","no","telephone","may","fri","265","3","999","0","nonexistent","no"
"7521","55","blue-collar","married","basic","no","no","no","telephone","may","fri","567","2","999","0","nonexistent","no"
"7522","28","blue-collar","married","basic","no","no","no","telephone","may","fri","254","2","999","0","nonexistent","no"
"7523","59","technician","married","university degree","no","no","no","telephone","may","fri","464","2","999","0","nonexistent","no"
"7524","37","blue-collar","married","high school","no","no","no","telephone","may","fri","1236","2","999","0","nonexistent","yes"
"7525","33","blue-collar","married","basic","no","no","no","telephone","may","fri","33","2","999","0","nonexistent","no"
"7526","33","technician","single","professional degree","no","yes","no","telephone","may","fri","613","2","999","0","nonexistent","no"
"7527","25","blue-collar","single","high school","no","no","no","telephone","may","fri","1212","3","999","0","nonexistent","no"
"7528","32","admin","single","university degree","no","no","no","telephone","may","fri","96","3","999","0","nonexistent","no"
"7529","48","self-employed","married","high school","no","yes","no","telephone","may","fri","171","2","999","0","nonexistent","no"
"7530","43","technician","married","professional degree","no","yes","no","telephone","may","fri","53","5","999","0","nonexistent","no"
"7531","38","blue-collar","single","basic","no","no","no","telephone","may","fri","91","2","999","0","nonexistent","no"
"7532","42","technician","married","professional degree","no","yes","no","telephone","may","fri","185","3","999","0","nonexistent","no"
"7533","43","technician","divorced","professional degree","no","yes","no","telephone","may","fri","201","1","999","0","nonexistent","no"
"7534","41","technician","single","university degree","no","no","yes","telephone","may","fri","169","3","999","0","nonexistent","no"
"7535","46","admin","married","high school","no","no","no","telephone","may","fri","515","2","999","0","nonexistent","no"
"7536","44","technician","married","professional degree","no","yes","no","telephone","may","fri","388","7","999","0","nonexistent","no"
"7537","35","blue-collar","married","basic","no","yes","no","telephone","may","fri","178","2","999","0","nonexistent","no"
"7538","53","housemaid","divorced","basic","no","yes","no","telephone","may","fri","422","9","999","0","nonexistent","no"
"7539","29","services","married","high school","no","no","no","telephone","may","fri","76","2","999","0","nonexistent","no"
"7540","29","technician","married","professional degree","no","no","no","telephone","may","fri","886","3","999","0","nonexistent","yes"
"7541","51","retired","divorced","basic","no","no","no","telephone","may","fri","296","2","999","0","nonexistent","no"
"7542","33","technician","single","professional degree","no","yes","no","telephone","may","fri","378","1","999","0","nonexistent","no"
"7543","41","technician","single","professional degree","no","no","no","telephone","may","fri","136","2","999","0","nonexistent","no"
"7544","33","services","married","basic","no","no","no","telephone","may","fri","58","1","999","0","nonexistent","no"
"7545","35","admin","married","university degree","no","no","no","telephone","may","fri","60","1","999","0","nonexistent","no"
"7546","56","blue-collar","married","professional degree","no","no","no","telephone","may","fri","340","1","999","0","nonexistent","no"
"7547","36","blue-collar","single","basic","no","no","no","telephone","may","fri","522","1","999","0","nonexistent","no"
"7548","39","management","married","basic","no","yes","no","telephone","may","fri","159","1","999","0","nonexistent","no"
"7549","25","admin","single","high school","no","no","no","telephone","may","fri","113","1","999","0","nonexistent","no"
"7550","26","services","single","high school","no","yes","no","telephone","may","fri","123","2","999","0","nonexistent","no"
"7551","46","blue-collar","married","basic","no","no","no","telephone","may","fri","306","1","999","0","nonexistent","no"
"7552","40","admin","married","professional degree","no","no","yes","telephone","may","fri","148","1","999","0","nonexistent","no"
"7553","32","technician","married","professional degree","no","yes","no","telephone","may","fri","322","2","999","0","nonexistent","no"
"7554","59","retired","single","high school","no","no","no","telephone","may","fri","475","4","999","0","nonexistent","no"
"7555","38","admin","divorced","high school","no","yes","no","telephone","may","fri","224","5","999","0","nonexistent","no"
"7556","30","blue-collar","married","basic","no","no","no","telephone","may","fri","88","2","999","0","nonexistent","no"
"7557","48","entrepreneur","married","university degree","no","no","no","telephone","may","fri","509","2","999","0","nonexistent","no"
"7558","49","blue-collar","divorced","high school","no","no","no","telephone","may","fri","152","1","999","0","nonexistent","no"
"7559","37","management","married","university degree","no","yes","no","telephone","may","fri","97","2","999","0","nonexistent","no"
"7560","39","blue-collar","divorced","basic","no","yes","no","telephone","may","fri","113","3","999","0","nonexistent","no"
"7561","31","admin","married","basic","no","yes","no","telephone","may","fri","465","3","999","0","nonexistent","no"
"7562","31","admin","married","university degree","no","no","no","telephone","may","fri","294","3","999","0","nonexistent","no"
"7563","48","admin","divorced","university degree","no","yes","no","telephone","may","fri","224","4","999","0","nonexistent","no"
"7564","41","services","married","high school","no","yes","no","telephone","may","fri","58","3","999","0","nonexistent","no"
"7565","29","services","married","university degree","no","yes","no","telephone","may","fri","137","3","999","0","nonexistent","no"
"7566","49","entrepreneur","married","university degree","no","yes","no","telephone","may","fri","142","2","999","0","nonexistent","no"
"7567","31","blue-collar","single","basic","no","no","no","telephone","may","fri","312","7","999","0","nonexistent","no"
"7568","48","admin","married","professional degree","no","yes","no","telephone","may","fri","34","2","999","0","nonexistent","no"
"7569","38","services","divorced","basic","no","no","no","telephone","may","fri","825","2","999","0","nonexistent","no"
"7570","46","blue-collar","married","basic","no","yes","no","telephone","may","fri","116","6","999","0","nonexistent","no"
"7571","38","self-employed","married","basic","no","yes","no","telephone","may","fri","103","5","999","0","nonexistent","no"
"7572","43","management","married","university degree","no","no","no","telephone","may","fri","38","2","999","0","nonexistent","no"
"7573","53","admin","married","basic","no","yes","no","telephone","may","fri","168","3","999","0","nonexistent","no"
"7574","36","blue-collar","married","basic","no","yes","no","telephone","may","fri","31","6","999","0","nonexistent","no"
"7575","34","management","married","university degree","no","no","no","telephone","may","fri","66","2","999","0","nonexistent","no"
"7576","41","blue-collar","married","basic","no","no","no","telephone","may","fri","512","2","999","0","nonexistent","no"
"7577","35","blue-collar","married","basic","no","yes","no","telephone","may","fri","188","2","999","0","nonexistent","no"
"7578","38","technician","single","university degree","no","no","no","telephone","may","fri","214","2","999","0","nonexistent","no"
"7579","49","entrepreneur","married","university degree","no","yes","yes","telephone","may","fri","65","2","999","0","nonexistent","no"
"7580","37","admin","married","high school","no","no","no","telephone","may","fri","80","2","999","0","nonexistent","no"
"7581","49","blue-collar","married","basic","no","yes","no","telephone","may","fri","1980","2","999","0","nonexistent","yes"
"7582","36","services","married","high school","no","no","no","telephone","may","fri","358","4","999","0","nonexistent","no"
"7583","54","management","married","basic","no","yes","no","telephone","may","fri","398","5","999","0","nonexistent","no"
"7584","29","blue-collar","married","high school","no","yes","yes","telephone","may","fri","62","3","999","0","nonexistent","no"
"7585","43","technician","married","professional degree","no","no","no","telephone","may","fri","265","2","999","0","nonexistent","no"
"7586","52","self-employed","married","university degree","no","no","no","telephone","may","fri","618","3","999","0","nonexistent","no"
"7587","31","management","single","professional degree","no","yes","no","telephone","may","fri","256","6","999","0","nonexistent","no"
"7588","48","technician","single","university degree","no","yes","no","telephone","may","fri","722","3","999","0","nonexistent","yes"
"7589","39","blue-collar","married","basic","no","no","no","telephone","may","fri","199","3","999","0","nonexistent","no"
"7590","38","services","married","high school","no","no","no","telephone","may","fri","510","3","999","0","nonexistent","no"
"7591","37","admin","single","university degree","no","yes","no","telephone","may","fri","355","2","999","0","nonexistent","no"
"7592","47","technician","married","basic","no","no","no","telephone","may","fri","150","5","999","0","nonexistent","no"
"7593","39","blue-collar","married","basic","no","yes","no","telephone","may","fri","159","4","999","0","nonexistent","no"
"7594","29","management","single","university degree","no","no","no","telephone","may","fri","170","2","999","0","nonexistent","no"
"7595","34","housemaid","divorced","basic","no","no","no","telephone","may","fri","243","3","999","0","nonexistent","no"
"7596","52","self-employed","single","university degree","no","yes","yes","telephone","may","fri","140","2","999","0","nonexistent","no"
"7597","29","blue-collar","single","basic","no","no","no","telephone","may","fri","267","14","999","0","nonexistent","no"
"7598","36","blue-collar","married","university degree","no","yes","no","telephone","may","fri","219","4","999","0","nonexistent","no"
"7599","54","blue-collar","married","university degree","no","no","no","telephone","may","fri","67","2","999","0","nonexistent","no"
"7600","33","technician","single","professional degree","no","no","no","telephone","may","fri","112","2","999","0","nonexistent","no"
"7601","47","admin","married","university degree","no","no","no","telephone","may","fri","216","3","999","0","nonexistent","no"
"7602","59","blue-collar","divorced","basic","no","no","no","telephone","may","fri","167","2","999","0","nonexistent","no"
"7603","38","technician","divorced","professional degree","no","yes","yes","telephone","may","fri","78","3","999","0","nonexistent","no"
"7604","45","blue-collar","married","basic","no","no","no","telephone","may","fri","222","9","999","0","nonexistent","no"
"7605","41","technician","single","professional degree","no","no","no","telephone","may","fri","363","3","999","0","nonexistent","no"
"7606","44","services","married","basic","no","yes","no","telephone","may","fri","109","4","999","0","nonexistent","no"
"7607","32","services","single","high school","no","no","no","telephone","may","fri","67","2","999","0","nonexistent","no"
"7608","55","technician","married","university degree","no","no","no","telephone","may","fri","41","3","999","0","nonexistent","no"
"7609","47","technician","divorced","high school","no","no","no","telephone","may","fri","156","5","999","0","nonexistent","no"
"7610","32","blue-collar","married","basic","no","yes","no","telephone","may","fri","108","3","999","0","nonexistent","no"
"7611","27","blue-collar","married","basic","no","yes","no","telephone","may","fri","408","2","999","0","nonexistent","no"
"7612","35","blue-collar","married","high school","no","yes","yes","telephone","may","fri","272","2","999","0","nonexistent","no"
"7613","59","technician","married","basic","no","no","no","telephone","may","fri","135","9","999","0","nonexistent","no"
"7614","35","technician","married","basic","no","no","no","telephone","may","fri","107","3","999","0","nonexistent","no"
"7615","33","self-employed","single","basic","no","yes","no","telephone","may","fri","742","2","999","0","nonexistent","no"
"7616","36","blue-collar","married","basic","no","yes","no","telephone","may","fri","166","2","999","0","nonexistent","no"
"7617","37","blue-collar","married","basic","no","yes","yes","telephone","may","fri","376","3","999","0","nonexistent","no"
"7618","56","admin","married","high school","no","yes","no","telephone","may","fri","138","2","999","0","nonexistent","no"
"7619","30","blue-collar","single","basic","no","no","no","telephone","may","fri","16","18","999","0","nonexistent","no"
"7620","42","services","married","high school","no","no","no","telephone","may","fri","984","2","999","0","nonexistent","yes"
"7621","44","technician","married","high school","no","yes","no","telephone","may","fri","363","7","999","0","nonexistent","no"
"7622","43","management","married","university degree","no","yes","no","telephone","may","fri","339","4","999","0","nonexistent","no"
"7623","29","housemaid","married","high school","no","no","no","telephone","may","fri","161","12","999","0","nonexistent","no"
"7624","40","admin","single","university degree","no","yes","no","telephone","may","fri","28","3","999","0","nonexistent","no"
"7625","49","management","divorced","university degree","no","no","no","telephone","may","fri","170","7","999","0","nonexistent","no"
"7626","33","admin","single","high school","no","yes","no","telephone","may","fri","66","3","999","0","nonexistent","no"
"7627","41","housemaid","married","university degree","no","no","no","telephone","may","fri","199","3","999","0","nonexistent","no"
"7628","27","services","single","high school","no","yes","no","telephone","may","fri","274","2","999","0","nonexistent","no"
"7629","45","services","divorced","high school","no","no","no","telephone","may","fri","136","8","999","0","nonexistent","no"
"7630","34","housemaid","single","university degree","no","no","no","telephone","may","fri","62","2","999","0","nonexistent","no"
"7631","35","technician","single","university degree","no","no","no","telephone","may","fri","58","3","999","0","nonexistent","no"
"7632","45","self-employed","single","basic","no","yes","no","telephone","may","fri","189","5","999","0","nonexistent","no"
"7633","35","self-employed","married","basic","no","yes","yes","telephone","may","fri","135","2","999","0","nonexistent","no"
"7634","34","blue-collar","married","basic","no","yes","no","telephone","may","fri","319","6","999","0","nonexistent","no"
"7635","47","admin","married","high school","no","yes","no","telephone","may","fri","352","3","999","0","nonexistent","no"
"7636","27","technician","single","professional degree","no","no","no","telephone","may","fri","230","2","999","0","nonexistent","no"
"7637","22","blue-collar","single","basic","no","no","no","telephone","may","fri","178","2","999","0","nonexistent","no"
"7638","36","blue-collar","married","basic","no","no","no","telephone","may","fri","42","11","999","0","nonexistent","no"
"7639","54","technician","married","professional degree","no","no","no","telephone","may","fri","171","2","999","0","nonexistent","no"
"7640","51","admin","married","university degree","no","yes","no","telephone","may","fri","119","2","999","0","nonexistent","no"
"7641","50","admin","married","basic","no","no","no","telephone","may","fri","66","4","999","0","nonexistent","no"
"7642","44","admin","married","high school","no","no","no","telephone","may","fri","130","2","999","0","nonexistent","no"
"7643","52","entrepreneur","married","basic","no","yes","yes","telephone","may","fri","390","2","999","0","nonexistent","no"
"7644","33","management","single","university degree","no","no","no","telephone","may","fri","101","16","999","0","nonexistent","no"
"7645","51","admin","married","professional degree","no","yes","no","telephone","may","fri","78","2","999","0","nonexistent","no"
"7646","30","admin","single","high school","no","yes","no","telephone","may","fri","100","3","999","0","nonexistent","no"
"7647","36","self-employed","divorced","basic","no","no","no","telephone","may","fri","212","3","999","0","nonexistent","no"
"7648","42","blue-collar","divorced","basic","no","no","no","telephone","may","fri","181","4","999","0","nonexistent","no"
"7649","30","blue-collar","single","basic","no","yes","no","telephone","may","fri","72","3","999","0","nonexistent","no"
"7650","23","admin","married","high school","no","yes","no","telephone","may","fri","390","2","999","0","nonexistent","no"
"7651","44","services","married","high school","no","no","no","telephone","may","fri","324","3","999","0","nonexistent","no"
"7652","28","admin","single","university degree","no","yes","yes","telephone","may","fri","163","3","999","0","nonexistent","no"
"7653","39","services","married","high school","no","no","no","telephone","may","fri","110","6","999","0","nonexistent","no"
"7654","57","retired","married","high school","no","no","no","telephone","may","fri","72","2","999","0","nonexistent","no"
"7655","30","blue-collar","married","university degree","no","no","no","telephone","may","fri","85","2","999","0","nonexistent","no"
"7656","52","self-employed","married","basic","no","no","no","telephone","may","fri","54","4","999","0","nonexistent","no"
"7657","27","admin","married","basic","no","yes","no","telephone","may","fri","231","2","999","0","nonexistent","no"
"7658","37","self-employed","married","high school","no","no","no","telephone","may","fri","833","8","999","0","nonexistent","no"
"7659","44","technician","married","professional degree","no","no","no","telephone","may","fri","124","3","999","0","nonexistent","no"
"7660","35","technician","divorced","professional degree","no","no","no","telephone","may","fri","57","10","999","0","nonexistent","no"
"7661","35","blue-collar","married","basic","no","yes","no","telephone","may","fri","115","6","999","0","nonexistent","no"
"7662","37","self-employed","married","professional degree","no","yes","no","telephone","may","fri","78","13","999","0","nonexistent","no"
"7663","44","admin","married","high school","no","yes","no","telephone","may","fri","43","5","999","0","nonexistent","no"
"7664","39","entrepreneur","married","high school","no","no","yes","telephone","may","fri","229","3","999","0","nonexistent","no"
"7665","50","blue-collar","married","university degree","no","yes","no","telephone","may","fri","81","2","999","0","nonexistent","no"
"7666","53","services","married","basic","no","no","no","telephone","may","fri","86","5","999","0","nonexistent","no"
"7667","31","blue-collar","single","university degree","no","yes","no","telephone","may","fri","273","2","999","0","nonexistent","no"
"7668","28","admin","married","high school","no","no","yes","telephone","may","fri","30","18","999","0","nonexistent","no"
"7669","57","services","divorced","high school","no","yes","no","telephone","may","fri","288","2","999","0","nonexistent","no"
"7670","42","services","married","high school","no","yes","no","telephone","may","fri","247","2","999","0","nonexistent","no"
"7671","34","admin","married","university degree","no","no","no","telephone","may","fri","85","4","999","0","nonexistent","no"
"7672","48","admin","married","university degree","no","no","no","telephone","may","fri","76","9","999","0","nonexistent","no"
"7673","47","admin","married","basic","no","yes","no","telephone","may","fri","85","6","999","0","nonexistent","no"
"7674","36","management","married","university degree","no","yes","no","telephone","may","fri","170","4","999","0","nonexistent","no"
"7675","28","blue-collar","married","basic","no","yes","no","telephone","may","fri","428","7","999","0","nonexistent","no"
"7676","31","admin","married","university degree","no","no","no","telephone","may","fri","370","3","999","0","nonexistent","no"
"7677","30","blue-collar","married","basic","no","no","no","telephone","may","fri","137","3","999","0","nonexistent","no"
"7678","38","services","married","high school","no","no","no","telephone","may","fri","293","6","999","0","nonexistent","no"
"7679","57","blue-collar","married","basic","no","no","no","telephone","may","fri","153","3","999","0","nonexistent","no"
"7680","45","blue-collar","divorced","basic","no","yes","no","telephone","may","fri","281","4","999","0","nonexistent","no"
"7681","42","technician","divorced","university degree","no","yes","no","telephone","may","fri","46","3","999","0","nonexistent","no"
"7682","31","admin","single","high school","no","yes","no","telephone","may","fri","26","25","999","0","nonexistent","no"
"7683","30","technician","married","university degree","no","yes","no","telephone","may","fri","104","6","999","0","nonexistent","no"
"7684","37","housemaid","married","high school","no","yes","yes","telephone","may","fri","205","6","999","0","nonexistent","no"
"7685","32","admin","single","high school","no","yes","no","telephone","may","fri","891","4","999","0","nonexistent","yes"
"7686","41","technician","married","professional degree","no","no","no","telephone","may","fri","34","2","999","0","nonexistent","no"
"7687","43","blue-collar","married","basic","no","no","no","telephone","may","fri","745","12","999","0","nonexistent","yes"
"7688","34","entrepreneur","married","professional degree","no","yes","no","telephone","may","fri","292","4","999","0","nonexistent","no"
"7689","47","technician","married","professional degree","no","no","no","telephone","may","fri","135","3","999","0","nonexistent","no"
"7690","40","management","married","high school","no","no","no","telephone","may","fri","45","2","999","0","nonexistent","no"
"7691","43","services","married","high school","no","yes","no","telephone","may","fri","99","6","999","0","nonexistent","no"
"7692","48","blue-collar","single","basic","no","no","no","telephone","may","fri","148","4","999","0","nonexistent","no"
"7693","40","admin","divorced","professional degree","no","yes","no","telephone","may","fri","539","12","999","0","nonexistent","yes"
"7694","38","blue-collar","married","basic","no","no","no","telephone","may","fri","84","9","999","0","nonexistent","no"
"7695","37","unemployed","married","professional degree","no","yes","no","telephone","may","fri","3631","2","999","0","nonexistent","yes"
"7696","55","blue-collar","married","basic","no","no","no","telephone","may","fri","435","2","999","0","nonexistent","no"
"7697","42","blue-collar","married","basic","no","yes","no","telephone","may","fri","29","4","999","0","nonexistent","no"
"7698","30","self-employed","single","university degree","no","no","no","telephone","may","fri","510","5","999","0","nonexistent","no"
"7699","31","services","single","basic","no","no","no","telephone","may","fri","1044","5","999","0","nonexistent","yes"
"7700","57","management","married","university degree","no","no","yes","telephone","may","fri","59","3","999","0","nonexistent","no"
"7701","47","entrepreneur","married","university degree","no","yes","no","telephone","may","fri","96","8","999","0","nonexistent","no"
"7702","38","technician","married","professional degree","no","yes","no","telephone","may","fri","122","4","999","0","nonexistent","no"
"7703","40","admin","married","high school","no","no","yes","telephone","may","fri","84","3","999","0","nonexistent","no"
"7704","50","blue-collar","married","basic","no","no","no","telephone","may","fri","43","2","999","0","nonexistent","no"
"7705","44","admin","married","high school","no","yes","no","telephone","may","fri","223","2","999","0","nonexistent","no"
"7706","40","services","married","high school","no","yes","no","telephone","may","fri","288","3","999","0","nonexistent","no"
"7707","34","blue-collar","divorced","basic","no","yes","no","telephone","may","fri","306","3","999","0","nonexistent","no"
"7708","46","technician","married","basic","no","no","no","telephone","may","fri","81","3","999","0","nonexistent","no"
"7709","33","admin","married","high school","no","yes","no","telephone","may","fri","53","7","999","0","nonexistent","no"
"7710","51","blue-collar","married","university degree","no","yes","no","telephone","may","fri","436","3","999","0","nonexistent","no"
"7711","37","unemployed","married","professional degree","no","no","no","telephone","may","fri","41","8","999","0","nonexistent","no"
"7712","30","services","married","high school","no","no","no","telephone","may","fri","147","2","999","0","nonexistent","no"
"7713","56","housemaid","married","basic","no","yes","no","telephone","may","fri","81","2","999","0","nonexistent","no"
"7714","31","blue-collar","married","basic","no","no","no","telephone","may","fri","232","3","999","0","nonexistent","no"
"7715","39","blue-collar","married","basic","no","no","yes","telephone","may","fri","97","3","999","0","nonexistent","no"
"7716","40","self-employed","married","basic","no","yes","no","telephone","may","fri","82","2","999","0","nonexistent","no"
"7717","36","housemaid","married","basic","no","yes","no","telephone","may","fri","60","16","999","0","nonexistent","no"
"7718","40","services","married","high school","no","yes","yes","telephone","may","fri","141","9","999","0","nonexistent","no"
"7719","41","self-employed","married","high school","no","yes","no","telephone","may","fri","206","3","999","0","nonexistent","no"
"7720","42","unemployed","married","basic","no","yes","no","telephone","may","fri","170","19","999","0","nonexistent","no"
"7721","47","management","married","basic","no","no","yes","telephone","may","fri","251","3","999","0","nonexistent","no"
"7722","51","admin","married","basic","no","no","no","telephone","may","fri","25","5","999","0","nonexistent","no"
"7723","33","technician","married","professional degree","no","no","no","telephone","may","fri","120","3","999","0","nonexistent","no"
"7724","35","admin","single","university degree","no","no","no","telephone","may","fri","123","4","999","0","nonexistent","no"
"7725","48","unemployed","married","basic","no","no","yes","telephone","may","fri","58","3","999","0","nonexistent","no"
"7726","46","blue-collar","married","basic","no","no","yes","telephone","may","fri","28","8","999","0","nonexistent","no"
"7727","24","entrepreneur","married","university degree","no","no","no","telephone","may","fri","1193","2","999","0","nonexistent","no"
"7728","27","blue-collar","married","basic","no","no","yes","telephone","may","fri","127","5","999","0","nonexistent","no"
"7729","33","technician","married","professional degree","no","no","no","telephone","may","fri","395","2","999","0","nonexistent","no"
"7730","26","management","single","university degree","no","no","no","telephone","jun","mon","72","3","999","0","nonexistent","no"
"7731","42","technician","married","professional degree","no","no","no","telephone","jun","mon","119","9","999","0","nonexistent","no"
"7732","30","admin","married","university degree","no","no","no","telephone","jun","mon","100","2","999","0","nonexistent","no"
"7733","55","technician","married","basic","no","no","no","telephone","jun","mon","80","3","999","0","nonexistent","no"
"7734","41","blue-collar","married","basic","no","yes","no","telephone","jun","mon","132","2","999","0","nonexistent","no"
"7735","47","blue-collar","divorced","basic","no","no","no","telephone","jun","mon","140","3","999","0","nonexistent","no"
"7736","42","admin","married","university degree","no","no","no","telephone","jun","mon","130","2","999","0","nonexistent","no"
"7737","53","housemaid","married","professional degree","no","yes","no","telephone","jun","mon","251","4","999","0","nonexistent","no"
"7738","45","services","married","basic","no","no","no","telephone","jun","mon","71","2","999","0","nonexistent","no"
"7739","54","technician","married","professional degree","no","yes","no","telephone","jun","mon","52","3","999","0","nonexistent","no"
"7740","39","unemployed","married","university degree","no","yes","no","telephone","jun","mon","108","4","999","0","nonexistent","no"
"7741","52","technician","married","professional degree","no","yes","no","telephone","jun","mon","150","3","999","0","nonexistent","no"
"7742","38","services","married","high school","no","yes","no","telephone","jun","mon","25","7","999","0","nonexistent","no"
"7743","58","blue-collar","married","basic","no","no","no","telephone","jun","mon","90","3","999","0","nonexistent","no"
"7744","37","technician","single","professional degree","no","no","no","telephone","jun","mon","51","4","999","0","nonexistent","no"
"7745","29","services","divorced","high school","no","no","yes","telephone","jun","mon","361","3","999","0","nonexistent","no"
"7746","59","retired","married","university degree","no","no","yes","telephone","jun","mon","88","4","999","0","nonexistent","no"
"7747","36","self-employed","divorced","university degree","no","yes","yes","telephone","jun","mon","372","2","999","0","nonexistent","no"
"7748","30","services","married","high school","no","no","no","telephone","jun","mon","360","2","999","0","nonexistent","no"
"7749","46","technician","married","professional degree","no","no","yes","telephone","jun","mon","63","1","999","0","nonexistent","no"
"7750","46","retired","married","basic","no","yes","no","telephone","jun","mon","550","3","999","0","nonexistent","no"
"7751","38","self-employed","divorced","high school","no","yes","no","telephone","jun","mon","133","1","999","0","nonexistent","no"
"7752","57","blue-collar","divorced","university degree","no","no","no","telephone","jun","mon","68","1","999","0","nonexistent","no"
"7753","25","admin","single","high school","no","no","no","telephone","jun","mon","175","2","999","0","nonexistent","no"
"7754","49","management","married","university degree","no","no","no","telephone","jun","mon","202","1","999","0","nonexistent","no"
"7755","38","blue-collar","married","high school","no","yes","yes","telephone","jun","mon","192","8","999","0","nonexistent","no"
"7756","59","retired","married","university degree","no","yes","no","telephone","jun","mon","484","1","999","0","nonexistent","no"
"7757","32","technician","single","professional degree","no","no","no","telephone","jun","mon","230","2","999","0","nonexistent","no"
"7758","37","entrepreneur","married","university degree","no","yes","no","telephone","jun","mon","403","1","999","0","nonexistent","no"
"7759","34","blue-collar","divorced","basic","no","no","no","telephone","jun","mon","178","1","999","0","nonexistent","no"
"7760","46","admin","married","university degree","no","yes","no","telephone","jun","mon","502","5","999","0","nonexistent","yes"
"7761","47","self-employed","married","professional degree","no","yes","no","telephone","jun","mon","338","2","999","0","nonexistent","no"
"7762","26","services","single","basic","no","yes","no","telephone","jun","mon","205","3","999","0","nonexistent","no"
"7763","35","technician","single","high school","no","yes","no","telephone","jun","mon","92","2","999","0","nonexistent","no"
"7764","42","blue-collar","married","university degree","no","no","no","telephone","jun","mon","268","1","999","0","nonexistent","no"
"7765","48","technician","married","high school","no","no","no","telephone","jun","mon","185","2","999","0","nonexistent","no"
"7766","42","management","divorced","high school","no","no","no","telephone","jun","mon","163","1","999","0","nonexistent","no"
"7767","55","technician","married","basic","no","no","no","telephone","jun","mon","362","1","999","0","nonexistent","no"
"7768","41","admin","single","university degree","no","no","no","telephone","jun","mon","367","3","999","0","nonexistent","no"
"7769","46","admin","married","university degree","no","no","no","telephone","jun","mon","230","3","999","0","nonexistent","no"
"7770","44","technician","married","basic","no","no","no","telephone","jun","mon","26","1","999","0","nonexistent","no"
"7771","38","admin","married","basic","no","no","no","telephone","jun","mon","63","2","999","0","nonexistent","no"
"7772","30","admin","married","university degree","no","no","no","telephone","jun","mon","493","1","999","0","nonexistent","no"
"7773","54","services","divorced","high school","no","no","no","telephone","jun","mon","113","3","999","0","nonexistent","no"
"7774","48","entrepreneur","married","basic","no","no","yes","telephone","jun","mon","215","1","999","0","nonexistent","no"
"7775","38","unemployed","married","basic","no","no","no","telephone","jun","mon","947","4","999","0","nonexistent","yes"
"7776","33","services","single","basic","no","yes","no","telephone","jun","mon","177","2","999","0","nonexistent","no"
"7777","44","self-employed","divorced","high school","no","yes","no","telephone","jun","mon","123","1","999","0","nonexistent","no"
